username,acctdesc,location,following,followers,totalTweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
cryptonerd85,"Bought first BTC @ $400 !! 
Crypto Enthusiast.. 
Gem hunter.. 
Look for at least 10x potential coins..
In love with $BTC $ETH $QNT",The Milky way,166,1171,4245,2017-11-23 18:20:24,2020-07-08 07:00:27,8,"@CryptoAzteca Lol... You call this ugly H &amp; S ?? 😂 

Seriously $QNT is literally retesting the neckline of its huge Inverse head and shoulders on the daily.. Ready to shoot 🚀🚀 🚀 

Wake up below communities 👇 
$btc $eth $link $xrp $zil $ocean $ewt $lcx https://t.co/fcbFoSkSmd",[]
soloosefr,"Crypto believer - FA maniac - Only strongest projects reach my portfolio.
$BTC ; $ETH ; $CHR early bird ; early $EWT chiller ; $OCEAN ; $QNT
I'm watching you.",France,728,491,2972,2017-11-08 08:23:27,2020-07-08 06:54:08,5,"You will have heard a lot about Digital Identities (DIDs) when people talk about Energy Web ... so what’s it all about? 🔥

These are the backbone that is going to 100x this coin.... this is Vodafone ❤️

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/VA8Q3WKnE4",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-08 06:45:27,1,Keep an eye on @energywebx. The ETH of Energy. 🔥🌟 $EWT https://t.co/hm46LDp5Vw,[]
TheSoberPhil,"Searching for the best alt coins. Trying to stay sober and well behaved😜 $btc $eth #bitcoin $ocean $ewt $qnt $chr
Never be the first, never be the last.",,399,116,578,2020-04-30 21:13:38,2020-07-08 06:30:36,3,I just published Using Atomic Mobile Wallet To Store Energy Web Tokens After Converting EWT To EWTB Using The Token… https://t.co/y53kjCedqh $EWT @energywebx,[]
ugly51,$EWT /  the Eth of Energy ⚡️⚡️,,336,316,870,2019-05-10 17:47:52,2020-07-08 06:23:01,0,$EWT / the Eth of Energy ⚡️ https://t.co/igSHNXZ7DD,[]
ugly51,$EWT /  the Eth of Energy ⚡️⚡️,,336,316,870,2019-05-10 17:47:52,2020-07-08 06:21:59,4,"$EWT
Do I need to say more? 
@CryptooAdy @open4profit @sumitkapoor16 @cryptokanoon @CryptoPointHi @NischalShetty @gauravdahake @cz_binance @CoinMarketCap @Tesla @elonmusk @officialmcafee @Brad_Laurie @ja_morris @energywebx 
$btc $eth $trx $bnb $xrp $link $dot https://t.co/axJasCTWqd",[]
soloosefr,"Crypto believer - FA maniac - Only strongest projects reach my portfolio.
$BTC ; $ETH ; $CHR early bird ; early $EWT chiller ; $OCEAN ; $QNT
I'm watching you.",France,728,491,2972,2017-11-08 08:23:27,2020-07-08 06:04:17,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
soloosefr,"Crypto believer - FA maniac - Only strongest projects reach my portfolio.
$BTC ; $ETH ; $CHR early bird ; early $EWT chiller ; $OCEAN ; $QNT
I'm watching you.",France,728,491,2972,2017-11-08 08:23:27,2020-07-08 06:04:02,6,"Given an A for fundamentals 🔥

That’s what happens when the largest companies in the world hold bi-weekly governance meetings for the chain 💎

This is going to a billi real quick 🚨

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/Rnc3IZBOdJ",[]
_k0rrup7,💎💰Gem$ Investo🅡 💰💎 All we $ometimes need is a little luck. $RSR $OCEAN $DAG $COTI $UBT $CHR $EWT $MITX $DMG,"Retired2022, Rotterdam, The Netherlands",956,233,2289,2017-06-17 10:34:31,2020-07-08 06:03:44,1,Keep an eye on @energywebx. The ETH of Energy. 🔥🌟 $EWT https://t.co/hm46LDp5Vw,[]
yohanandz,,"Mumbai, India",38,88,432,2009-08-25 11:44:02,2020-07-08 05:56:23,0,@CoinMarketCap All this garbage and you wont update $EWT yet? smh,[]
Erwin_Schroedy,"Bringing forth the newest technological inventions. $OCEAN $CHR $EWT
Baghunter's gems",rich and rekt superposition,690,443,1633,2019-03-20 17:49:02,2020-07-08 05:40:23,1,"@CoinMarketCap $ZYN is a known scam brothers. Please get your shit together and focus on quality.

Also $EWT update please.
https://t.co/LXcy59pwBi  = circulating supply

You're welcome! I accept donations",[]
RoyalNavySNY,"So I said to this bird, who had a face like a turd, and a wooden leg............ OI SHITFACE, HOP IT!!",plymouth england,909,250,2189,2012-08-22 20:38:16,2020-07-08 05:30:29,4,"$EWT
Do I need to say more? 
@CryptooAdy @open4profit @sumitkapoor16 @cryptokanoon @CryptoPointHi @NischalShetty @gauravdahake @cz_binance @CoinMarketCap @Tesla @elonmusk @officialmcafee @Brad_Laurie @ja_morris @energywebx 
$btc $eth $trx $bnb $xrp $link $dot https://t.co/axJasCTWqd",[]
Stane_K82,$UBT permabull,Europe,459,101,721,2017-10-23 16:23:14,2020-07-08 04:51:07,4,"The sleeping giant $ubt @UnibrightIO if you've not heard of #unibright and your in #crypto time to look them up.They are going to be leading players securing mass adoption of #blockchaintechnology 

$btc $eth $xrp $trx $link $ren $vet $zrx $rlc $eng $comp $dot $ksm $ewt $rsr $dmg https://t.co/HXQP4idNW6","[{'text': 'unibright', 'indices': [78, 88]}, {'text': 'crypto', 'indices': [101, 108]}]"
cryptozen_eth,The clue is in the background pic 🚀 Invested in the future  #linkmarine $ewtwhale 🐳,,70,54,172,2020-05-09 06:07:09,2020-07-08 03:56:11,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
cryptozen_eth,The clue is in the background pic 🚀 Invested in the future  #linkmarine $ewtwhale 🐳,,70,54,172,2020-05-09 06:07:09,2020-07-08 03:56:06,6,"Given an A for fundamentals 🔥

That’s what happens when the largest companies in the world hold bi-weekly governance meetings for the chain 💎

This is going to a billi real quick 🚨

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/Rnc3IZBOdJ",[]
ROCKYTOPREN2WIN,"Manifesting Supertrader like abilities 4 A New Tomorrow, Today!!! @XTZ @QNT @LINK @ADA @BTC @ETH @OCEAN",Copperhill Tennessee,1529,233,1509,2020-02-23 23:42:51,2020-07-08 03:47:38,1,"$QNT

I’m a peacock too.   A peacock with lovely bags.   The best bags. 

$RUNE $HTR $ETH $BTC $EWT $XDCE $LINK $OCEAN https://t.co/TsJrrfr38t",[]
jaylikescrypto,$UBT 💚  $NEXO 💙  $VGX 💜,,23,356,5021,2017-09-02 02:40:11,2020-07-08 03:47:35,44,"#Unibright Update 😎

 - Freequity &amp; #DeFi - new demo soon

- IoT with @Fraunhofer_IPK 

- Transthereum explorer release this week

- New template soon for ""Baseline-as-a-Service"" @baselineproto 

https://t.co/iImaaJ5Wyt

$ETH $DMG $EWT $DOT $UBT $QNT $KNC $BNT $BNB $IDEX $LINK","[{'text': 'Unibright', 'indices': [16, 26]}, {'text': 'DeFi', 'indices': [56, 61]}]"
DDKeenan88,"CPA, CA with a passion for investing and mixed martial arts. Zen in life, Zen in investing. Long on disruptors. Tweets are my opinion only.",,999,176,1614,2011-01-07 04:20:51,2020-07-08 03:22:37,3,I just published Using Atomic Mobile Wallet To Store Energy Web Tokens After Converting EWT To EWTB Using The Token… https://t.co/y53kjCedqh $EWT @energywebx,[]
PedroPorky15,"The love I have for my dog is endless, crypto analyst @ https://t.co/GyS3c0X6Xd","Hobart, Tasmania",40,243,993,2017-03-11 23:13:50,2020-07-08 03:20:33,3,I just published Using Atomic Mobile Wallet To Store Energy Web Tokens After Converting EWT To EWTB Using The Token… https://t.co/y53kjCedqh $EWT @energywebx,[]
HODLPROFIT,AKA The HODL PROPHET. Gamer. Tech & Crypto Enthusiast. I use twitter for Shit Posting & Crypto Research. Opinions not financial advice. $LINK $SC $EWT,"Chicago, IL",430,105,499,2016-11-21 17:07:46,2020-07-08 03:13:24,0,"Oooooo my main gurl $link keeps acting like this ima have to cut off all my side hoes. 

$sc $ewt $knc $vet $zil $dmg https://t.co/TArNX2BCTC",[]
IoTElectric,IoT & Crypto Serious. Creator of Light. Optimization. 6th Gen Bay Area. Gold Blooded. #StackSats #LongCrypto #FullyOptimized #GreatAwakening,"San Francisco, CA",722,217,2120,2018-07-29 18:53:15,2020-07-08 02:52:30,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
plugall1,CEO of Cube investment.,,678,123,1589,2020-03-15 23:43:35,2020-07-08 02:48:36,10,"$QNT Another great article by @Altcoinbuzznews .. Do read if you don't wana miss the next 100x.. 

$btc $eth $link $zil $xrp $ocean $ewt #xrp #Bitcoin https://t.co/tIve0nf1NQ",[]
Trevor_Sande,Crypto Investor. Former Miner.,"Winnipeg, Manitoba",492,206,941,2009-03-01 05:29:38,2020-07-08 02:33:43,5,"You know what happens when Chico Covers a token/Coin, $Ubt marketcap from $2 mil to $60 mil, $EWT market cap 100 mil to $300 mil. What will happen to $FRM $OCEAN It's Time #chico https://t.co/nLqWrRVlOa",[]
SohailA28581489,,,194,154,5123,2018-02-24 07:27:58,2020-07-08 02:32:07,5,"When Chico Crypto Covers a token/Coin, $Ubt marketcap from $2 mil to $60 mil, $EWT market cap 100 mil to $300 mil. What will happen to $FRM https://t.co/XqddY0t0Fz",[]
RoseErol3,#BTC #QNT #DAG #RUNE,Brisbane Australia,796,203,2093,2018-01-06 00:25:48,2020-07-08 01:46:07,10,"$QNT Another great article by @Altcoinbuzznews .. Do read if you don't wana miss the next 100x.. 

$btc $eth $link $zil $xrp $ocean $ewt #xrp #Bitcoin https://t.co/tIve0nf1NQ",[]
ROCKYTOPREN2WIN,"Manifesting Supertrader like abilities 4 A New Tomorrow, Today!!! @XTZ @QNT @LINK @ADA @BTC @ETH @OCEAN",Copperhill Tennessee,1529,233,1509,2020-02-23 23:42:51,2020-07-08 01:39:48,10,"$QNT Another great article by @Altcoinbuzznews .. Do read if you don't wana miss the next 100x.. 

$btc $eth $link $zil $xrp $ocean $ewt #xrp #Bitcoin https://t.co/tIve0nf1NQ",[]
cryptonerd85,"Bought first BTC @ $400 !! 
Crypto Enthusiast.. 
Gem hunter.. 
Look for at least 10x potential coins..
In love with $BTC $ETH $QNT",The Milky way,166,1171,4245,2017-11-23 18:20:24,2020-07-08 01:20:31,10,"$QNT Another great article by @Altcoinbuzznews .. Do read if you don't wana miss the next 100x.. 

$btc $eth $link $zil $xrp $ocean $ewt #xrp #Bitcoin https://t.co/tIve0nf1NQ","[{'text': 'xrp', 'indices': [137, 141]}, {'text': 'Bitcoin', 'indices': [142, 150]}]"
srdulam,Cryptocurrency Enthusiast. Like to research new projects and invest early.,"Texas, USA",386,70,626,2009-02-21 18:35:20,2020-07-08 00:59:55,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
Lewy05019925,"Im Ai from the future here to secure your financial future 

Cali livin crypto diggin!

DEFI I'll tell you why 

Gainz,

 
 
https://t.co/kJ6bqYINNJ",left side of the map,296,222,8645,2017-12-18 15:29:50,2020-07-08 00:35:06,4,"The sleeping giant $ubt @UnibrightIO if you've not heard of #unibright and your in #crypto time to look them up.They are going to be leading players securing mass adoption of #blockchaintechnology 

$btc $eth $xrp $trx $link $ren $vet $zrx $rlc $eng $comp $dot $ksm $ewt $rsr $dmg https://t.co/HXQP4idNW6","[{'text': 'unibright', 'indices': [78, 88]}, {'text': 'crypto', 'indices': [101, 108]}]"
DDKeenan88,"CPA, CA with a passion for investing and mixed martial arts. Zen in life, Zen in investing. Long on disruptors. Tweets are my opinion only.",,999,176,1614,2011-01-07 04:20:51,2020-07-07 23:03:14,6,"Given an A for fundamentals 🔥

That’s what happens when the largest companies in the world hold bi-weekly governance meetings for the chain 💎

This is going to a billi real quick 🚨

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/Rnc3IZBOdJ",[]
cryptomallu,So many coins. Lets Hashout  fundamentals. $ewt . $ocean . $rsr . $link,,417,94,5628,2008-12-07 18:57:02,2020-07-07 22:45:43,0,"@RsrFren $ewt , $qnt",[]
MoonBoiTrading,Sia Moon Prophecy 2020🌝🚀 $SC Official 🚀 🌝 Prophets of Sia Rank: REDACTED,,66,28,336,2020-06-21 15:00:07,2020-07-07 22:42:38,0,"@SnowCampomanes @siacoinProphet @MichailDouranos All great projects.

For me 
$SC big ole bags
$link big ole bags
$VET
$ewt
$knc",[]
99percentsbrain,Democracy has stopped talking to the people & each other. Policies  are told to elected reps by spec interests - our collective minds are wasted.,"Melbourne, Victoria",1071,863,4178,2018-01-22 21:21:18,2020-07-07 22:35:05,1,"My 5 favorite bags as of July 2020... in no particular order:

1. @oceanprotocol - $ocean
2. @thorchain_org - $rune
3. @Zenon_Network - $znn
4. @DigitexFutures - $dgtx
5. @energywebx - $ewt

VERY excited about the next 18 months. #Crypto",[]
oceancryptobag,"$btc $eth
Trader/hodler/investor
$OCEAN #web3",,2282,2194,2928,2018-05-23 17:34:53,2020-07-07 22:33:25,5,"You know what happens when Chico Covers a token/Coin, $Ubt marketcap from $2 mil to $60 mil, $EWT market cap 100 mil to $300 mil. What will happen to $FRM $OCEAN It's Time #chico https://t.co/nLqWrRVlOa",[]
AmCryptoBaba,"Crypto & Blockchain Enthusiast. Microcaps ❤️ - $RUNE, $FRM, $TOMO, $RVX, $STAKE, $DMG, $VRA, $CS, $AG8. My tweets are personal opinions & not financial advice..",,327,69,1681,2017-10-14 02:30:31,2020-07-07 22:14:51,5,"When Chico Crypto Covers a token/Coin, $Ubt marketcap from $2 mil to $60 mil, $EWT market cap 100 mil to $300 mil. What will happen to $FRM https://t.co/XqddY0t0Fz",[]
YedWaQ,here for Crypto & infoSec. $FRM $RVX $RUNE $STAKE,"Auckland, New Zealand",605,74,1355,2017-10-29 07:22:23,2020-07-07 22:06:56,5,"When Chico Crypto Covers a token/Coin, $Ubt marketcap from $2 mil to $60 mil, $EWT market cap 100 mil to $300 mil. What will happen to $FRM https://t.co/XqddY0t0Fz",[]
adoudble212,"Head of Business Intelligence for a Fortune 500 company.

$STAKE $RUNE $FRM $RVX",NYC,182,2118,11922,2018-11-08 20:18:57,2020-07-07 21:57:51,5,"When Chico Crypto Covers a token/Coin, $Ubt marketcap from $2 mil to $60 mil, $EWT market cap 100 mil to $300 mil. What will happen to $FRM https://t.co/XqddY0t0Fz",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-07 21:28:27,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
Walkawayplan,"Holding: ChainLink (LINK) & Energy Web Token (EWT)
...There are a lot of quality projects out there, but these 2 have captured my attention",Friendship Island,1658,740,4497,2017-06-03 15:10:45,2020-07-07 21:26:21,5,"You will have heard a lot about Digital Identities (DIDs) when people talk about Energy Web ... so what’s it all about? 🔥

These are the backbone that is going to 100x this coin.... this is Vodafone ❤️

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/VA8Q3WKnE4",[]
jedimarkus77,Recovering former CME member. 20+ years trading. Trying to quit. Tweets are random nonsense and NOT recommendations!Trading and comedy... it's all about timing.,There is no spoon....,828,14766,163887,2011-06-14 10:33:56,2020-07-07 21:14:35,0,"@noalpha_allbeta Yeah my $EWT alert ""new year highs"" going off yesterday",[]
_Lout_,Full market cycle survivor | $BTC & #Altcoin Enthusiast,Earth,394,227,1191,2017-08-28 14:48:12,2020-07-07 20:59:34,6,"Given an A for fundamentals 🔥

That’s what happens when the largest companies in the world hold bi-weekly governance meetings for the chain 💎

This is going to a billi real quick 🚨

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/Rnc3IZBOdJ",[]
punkufighter,"Crypto trader/gamer/photographer from PH
$AG8 $FRM $EHRT $VI $VRA $CUR $HPB",Pampanga,428,64,632,2010-02-15 05:45:49,2020-07-07 20:53:34,5,"When Chico Crypto Covers a token/Coin, $Ubt marketcap from $2 mil to $60 mil, $EWT market cap 100 mil to $300 mil. What will happen to $FRM https://t.co/XqddY0t0Fz",[]
cryptorealworld,Fuck the bitcoin YouTube twat scammers .I am hear you wind up #cryptocurrency idiots,"London, England",13,1,71,2020-07-05 14:20:39,2020-07-07 20:53:31,0,"Don’t forget #cryptocurrency twitter . A token is not a share in the company!. It was mostly to raise millions and most have now gone, some of the handful left sell their services for Dollars! Research what your buying $LINK $BTC $ETH $EWT $UBT $EOS $XRP https://t.co/DpBMApBERl","[{'text': 'cryptocurrency', 'indices': [13, 28]}]"
JMGlachant,"Director, Florence School of Regulation | Holder, Loyola de Palacio Chair | 2018 IAEE Award for outstanding contributions to energy economics & literature","Florence, Italy",2978,6409,63345,2013-06-10 13:36:20,2020-07-07 20:49:40,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
DaReal2345,,,121,86,741,2017-01-25 09:12:14,2020-07-07 20:48:51,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
CryptoSimeej,"Bon Vivant
$EWT",Germany,99,57,233,2012-03-30 13:56:49,2020-07-07 20:46:32,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
BitcoinPro12,Buy $UBT for financial freedom!!,UK,968,229,836,2019-12-29 21:29:03,2020-07-07 20:35:33,0,"With $ubt you just win. Serious team, serious tech, build build build! Key to enterprise adoption and Defi!

$btc $eth $xlm $xrp $trx $link $ren $erd $neo $vet $zil $lend $waves $zrx $rlc $ada $coti $comp $dot $ksm $ewt $rsr $dmg $dmm #cryptocurrency #Crypto #btc #defi https://t.co/YtoRe7xrHX","[{'text': 'cryptocurrency', 'indices': [235, 250]}, {'text': 'Crypto', 'indices': [251, 258]}, {'text': 'btc', 'indices': [259, 263]}, {'text': 'defi', 'indices': [264, 269]}]"
CryptoSimeej,"Bon Vivant
$EWT",Germany,99,57,233,2012-03-30 13:56:49,2020-07-07 20:32:03,5,I just published Energy Web Foundation Affiliate AGL’s Queensland Battery To Size Up To Tesla’s In South Australia https://t.co/V2y3oOOxjj  $EWT @energywebx,[]
CryptoSimeej,"Bon Vivant
$EWT",Germany,99,57,233,2012-03-30 13:56:49,2020-07-07 20:31:40,6,"Given an A for fundamentals 🔥

That’s what happens when the largest companies in the world hold bi-weekly governance meetings for the chain 💎

This is going to a billi real quick 🚨

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/Rnc3IZBOdJ",[]
ugly51,$EWT /  the Eth of Energy ⚡️⚡️,,336,316,870,2019-05-10 17:47:52,2020-07-07 20:23:07,6,"Given an A for fundamentals 🔥

That’s what happens when the largest companies in the world hold bi-weekly governance meetings for the chain 💎

This is going to a billi real quick 🚨

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/Rnc3IZBOdJ",[]
gridsingularity,Engineering https://t.co/AIEjiW9QER: oss engine that simulates and operates custom localised energy exchanges forming a transactive grid - #oss #energy #blockchain @energyweb,worldwide,1002,3879,714,2015-08-24 05:43:04,2020-07-07 20:22:27,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
CryptoM54863828,,,75,8,21,2020-07-07 17:19:22,2020-07-07 20:21:08,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
yohanandz,,"Mumbai, India",38,88,432,2009-08-25 11:44:02,2020-07-07 19:59:10,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
cryptorealworld,Fuck the bitcoin YouTube twat scammers .I am hear you wind up #cryptocurrency idiots,"London, England",13,1,71,2020-07-05 14:20:39,2020-07-07 19:48:56,0,#bitcoin $BTC Hash ribbon might go into a third capulation phase - not sure any YouTube twats will bring that up @TheMoonCarl #cryptocurrency $ETH $LINK $EWT $CRO #CRO $XRP https://t.co/uORuwTC17o,"[{'text': 'bitcoin', 'indices': [0, 8]}, {'text': 'cryptocurrency', 'indices': [126, 141]}, {'text': 'CRO', 'indices': [163, 167]}]"
Bullrun_Gravano,"Investor | Margin Trader | $EWT | $DMG Underboss | 

Join us: https://t.co/pZqPQojAiG",,105,3367,8768,2018-05-23 19:14:21,2020-07-07 19:37:45,0,@me_banner I'll GUARANTEE you that $EWT @energywebnews will be replacing one of them in the top 10,[]
blockfyre,Digital assets are changing the way people build and secure wealth. Our insights and services provide Investors with a gateway into the world of cryptocurrency.,Deutschland,0,9772,889,2018-06-16 15:20:01,2020-07-07 19:27:54,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
FullMetalCrypto,"Doctor Crypto

#BTC #ETH #Link","Smiljan, Croatia ",889,141,3693,2018-05-01 12:32:48,2020-07-07 19:10:50,0,Using DIDs can unlock value either by improving existing processes or by facilitating new ones that are impossible with traditional systems. #EWT $ALT $GEM,"[{'text': 'EWT', 'indices': [141, 145]}]"
FullMetalCrypto,"Doctor Crypto

#BTC #ETH #Link","Smiljan, Croatia ",889,141,3693,2018-05-01 12:32:48,2020-07-07 19:10:50,0,"Decentralized identifiers (DIDs) are “digital passports” assigned to prosumers, grid operators, energy suppliers, OEMs, and others—not to mention their DERs, EVs, IoT devices, and other assets. $EWT @energywebx #100x https://t.co/H79qOPaNue","[{'text': '100x', 'indices': [211, 216]}]"
infected_whale,What we know is a drop. What we don’t know is an $ocean,a simulation of the mind,1985,1244,4299,2018-06-30 11:53:53,2020-07-07 19:07:25,5,"You will have heard a lot about Digital Identities (DIDs) when people talk about Energy Web ... so what’s it all about? 🔥

These are the backbone that is going to 100x this coin.... this is Vodafone ❤️

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/VA8Q3WKnE4",[]
Michael03329695,,,265,32,370,2017-12-29 15:39:43,2020-07-07 19:02:51,0,"@CryptoYoda1338 Hi Yoda. Do you like $EWT? Partnered with shell, Vodafone and the biggest energy companies in the world. Thanks",[]
wookycrypto,,,1493,625,7541,2017-08-21 16:09:42,2020-07-07 18:52:49,0,"@RookieXBT $BTC - Big Daddy
$ETH - Leading smart contact platform
$LINK - Oracle king/interoperability play
$QNT - Interoperability play
$EWT - Huge Energy blockchain consortium
$DMG - Defi moonshot",[]
ZeroSomeGame,Crypto and Shitposting mostly.,Parts Unknown,444,222,4094,2018-10-11 19:53:50,2020-07-07 18:48:55,5,"You will have heard a lot about Digital Identities (DIDs) when people talk about Energy Web ... so what’s it all about? 🔥

These are the backbone that is going to 100x this coin.... this is Vodafone ❤️

$EWT / the Eth of Energy ⚡️⚡️⚡️ https://t.co/VA8Q3WKnE4",[]
YedWaQ,here for Crypto & infoSec. $FRM $RVX $RUNE $STAKE,"Auckland, New Zealand",605,74,1355,2017-10-29 07:22:23,2020-07-07 18:45:07,1,"@BitcoinAkira Only heard of $EWT and $CAP

Cap is high risk higg reward and hype is getting started , $EWT is more legit to me though",[]
ellerby_dave,"The upward trend is your friend................ Team-player but DYOR ALGW only (ODX, UJO, MOS, GGP, MTRO, ORM) interest here😀😀",,926,433,14438,2013-10-08 12:40:47,2020-07-07 18:44:04,9,"#UJO Union Jack Oil

10 day moving average exceeded just prior to a news rich period starting.

I think we'll see 0.24p by the bell on Friday.

#WestNewton #WNB1 #WNA2 #EWT #Oil #Gas #Wressle #Biscathorpe #NorthKelsey #Fiskerton #oilandgas #crudeoil https://t.co/E60vfTtfNS","[{'text': 'UJO', 'indices': [15, 19]}]"
ReySantoscrypto,"MAKE HUGE GAINS  $DMG $RVX  $Ocean $Rune 
My Youtube Channel below teaching the newbies on Crypto Not financial advice !
https://t.co/w7Xpzo2QPi",Bay Area,4972,2207,7269,2019-11-13 18:52:18,2020-07-07 18:43:07,1,"@BitcoinAkira Only heard of $EWT and $CAP

Cap is high risk higg reward and hype is getting started , $EWT is more legit to me though",[]
KevinBax91,Dutch Crypto Research & Investment. Gems 💎,"Corona, CA",131,130,1044,2011-07-25 07:59:54,2020-07-07 18:42:48,53,"We released our new research report on $EWT 🔥

@energywebx is a public, open-source stack of technologies for connecting customers, assets, and existing energy-sector IT and OT systems with energy markets and programs.

Check it out: https://t.co/inWg6UtD1H",[]
BitcoinAkira,"https://t.co/L8Gc7aFlFd for Sports Cards & Sports Memorabilia, Classic Comics, Vintage Books, and Old World Coins at https://t.co/eoRK2rYCzK

Pay w/ #BTC $ETH $UNC $EWT $RNDR","Denver, Colorado USA",2156,419,4370,2014-06-12 01:28:47,2020-07-07 18:41:39,0,@ReySantoscrypto Hey savage bro I’ve got three things popped up on the Watchlist. $cap $uma $rlc $ewt what do you think about any of these projects? Aave is lit af rn tho,[]
Klopps_Kop,Still Learning,,238,107,1875,2015-11-18 07:23:07,2020-07-07 18:29:14,9,"#UJO Union Jack Oil

10 day moving average exceeded just prior to a news rich period starting.

I think we'll see 0.24p by the bell on Friday.

#WestNewton #WNB1 #WNA2 #EWT #Oil #Gas #Wressle #Biscathorpe #NorthKelsey #Fiskerton #oilandgas #crudeoil https://t.co/E60vfTtfNS","[{'text': 'UJO', 'indices': [15, 19]}]"
_Lout_,Full market cycle survivor | $BTC & #Altcoin Enthusiast,Earth,394,227,1191,2017-08-28 14:48:12,2020-07-07 18:12:16,0,Current state of mind thinking about multi-trillion market caps for #Bitcoin &amp; #Altcoin within the next 2 years 🚀🚀 $BTC $ETH $XRP $COTI $EWT @Crypto_Bitlord 🤘 https://t.co/wYx3hljV0H,"[{'text': 'Bitcoin', 'indices': [68, 76]}, {'text': 'Altcoin', 'indices': [83, 91]}]"
Hawkice66,"I'm special because.. Naa no reasons needed, I'm SPECIAL ;)",,246,381,18825,2009-10-09 05:36:35,2020-07-07 18:11:37,44,"#Unibright Update 😎

 - Freequity &amp; #DeFi - new demo soon

- IoT with @Fraunhofer_IPK 

- Transthereum explorer release this week

- New template soon for ""Baseline-as-a-Service"" @baselineproto 

https://t.co/iImaaJ5Wyt

$ETH $DMG $EWT $DOT $UBT $QNT $KNC $BNT $BNB $IDEX $LINK","[{'text': 'Unibright', 'indices': [16, 26]}, {'text': 'DeFi', 'indices': [56, 61]}]"
Bullrun_Gravano,"Investor | Margin Trader | $EWT | $DMG Underboss | 

Join us: https://t.co/pZqPQojAiG",,105,3367,8768,2018-05-23 19:14:21,2020-07-07 17:28:04,0,"I mean, seriously. 

Here we are in 2020 with so many great projects out there, and THIS is what we have leading the pack? 

Half of this list doesn't belong in the top 50, nevermind the top 10

#bitcoin $dmg $ocean $ewt #DeFi https://t.co/GmaHd9MM3Y","[{'text': 'bitcoin', 'indices': [195, 203]}, {'text': 'DeFi', 'indices': [221, 226]}]"
