username,acctdesc,location,following,followers,totalTweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
kingb4a,Crypto trader  (no financial advice),"Amstelveen, Nederland",285,373,570,2019-02-25 18:34:06,2020-07-08 17:29:49,0,"Buying a big bag of the $VET dip now! This one is not over!

$enj $link $poly $chr $hive $etc $neo $lto $bitc $vra $wrx $theta $vidt $ren $tel $coti $dag $chr $rsr $zrx $sntvt $chz  $xrp $eth $ada $trx $xvg $snt $bnb $zil $btc",[]
cryptokhabra,Gem Hunter 💎💎 $RUNE,,403,390,3439,2011-09-15 04:22:09,2020-07-08 16:59:31,0,@paddystash @telcoin_team Opportunity cost that has been lost from holding your $tel as well as the loss from the price consistently in a downtrend should be a sign to possibly move on. Sometimes you gotta accept it and move on to better projects showing gains in an alt szn my dude,[]
Javlonb42043423,@Javlon90,,7,2,93,2020-06-22 05:43:39,2020-07-08 16:17:40,0,@cz_binance Ethereum coin users will now be able to receive free bonuses in Basic Attention Token (BAT) tokens to @Airdrop_BAT their coins. ( $OAX $CNX $XRP $TEL $UPP $LINK $MOD $OCP ),[]
GucluAyk,,,230,106,6250,2017-04-05 20:36:00,2020-07-08 16:16:26,4,"1/2
#Telfam hear me out; i feel you, the passed days haven't been pleasing at all!

But do remember it doesn't change the fact that we've still come from far &amp; deep. #Telcoin obtained key licenses and partnerships on very strategical positions. Corridors are about to go live.","[{'text': 'Telfam', 'indices': [16, 23]}]"
VestedProfit,Investor. Trader.,,77,11,169,2019-12-26 14:36:47,2020-07-08 16:05:46,0,$TEL - Bear Flag https://t.co/JO4iTjuOq8,[]
TelcoinUSA,USA fan page and newsroom for $TEL. For the official page of Telcoin visit @Telcoin_Team. #TelFam #Tel #Telcoin #Crypto #Blockchain $Tel the World 22k HODLers,"Phoenix, AZ",1705,592,422,2016-11-16 22:50:55,2020-07-08 16:03:20,6,"Chris Larsen stepped down as @Ripple CEO then the price mooned from .005 to $3.50...

Steve Wozniak left @Apple in 1985 and the stock moved from $.35 to $380...

Claude left @telcoin_team when price was $.00017.. How high will it moon to now with Paul in charge?? 🚀🚀😂😂💣 $TEL https://t.co/aGMNgGPcWM",[]
TelcoinUSA,USA fan page and newsroom for $TEL. For the official page of Telcoin visit @Telcoin_Team. #TelFam #Tel #Telcoin #Crypto #Blockchain $Tel the World 22k HODLers,"Phoenix, AZ",1705,592,422,2016-11-16 22:50:55,2020-07-08 16:02:09,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
Trader_Homer,JesNich DarLiveO'Neil,National Capital Region,5,48,140,2016-12-26 09:04:53,2020-07-08 15:39:14,0,"PH Stocks: $GLO $TEL $LTG $PGOLD 
Alpha Plays. Valuation are fair but not over extended, charts showing strength. Flows getting better.",[]
WZRDWZRDWZRD2,Wew lad.,,60,29,629,2019-11-26 16:24:14,2020-07-08 15:32:15,2,"2017? Not yet those pumps were insane! But when we do see those 2017 type pumps I am retiring from my 9-5. 

$ADA $VET $TOMO $SNTVT $TEL $DOGE $BTC $ETH $LTC #BTC",[]
YannickMrCrypto,,,224,81,407,2017-06-25 00:08:50,2020-07-08 15:30:59,2,"2017? Not yet those pumps were insane! But when we do see those 2017 type pumps I am retiring from my 9-5. 

$ADA $VET $TOMO $SNTVT $TEL $DOGE $BTC $ETH $LTC #BTC",[]
NLvNX4pfjEVA47n,,,5,0,19,2019-11-20 23:41:57,2020-07-08 15:29:11,1,"@DiaryofaMadeMan you’re so lucky you sold Telcoin so early! What a 💩 show it is turned into. Dont see any reason to be positive, wish i could break even. #telfam $tel",[]
EAkraaijeveld,,,151,64,5493,2018-01-21 12:28:26,2020-07-08 15:28:14,1,"Get #free Atomic Wallet Tokens (AWC)
👉every referral 1 AWC (=$0,86)
👉every 60 seconds on the Bonus button
✅done

👉https://t.co/wumWTPvh9t

$btc $vidt $usd $tel $coti $rsr $daps $chz $utk $xrp $eth $ada $trx $btt $ltc $eca $link $dent $etc $neo $lto $iota $fun $hot $zil $omg https://t.co/Ry1mxHOdxv","[{'text': 'free', 'indices': [4, 9]}]"
thebutlermouse,"Husband, Father, Believer! Hustle every Damn Day!",Parts Unknown,832,421,11852,2016-12-01 23:07:35,2020-07-08 15:07:31,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
ArbingTool,The price of cryptocurrencies are very highly volatile. You should understand that you are using any and all information available here AT YOUR OWN RISK.👊,"Tallinn, Estonia",166,2178,136886,2018-03-14 15:47:56,2020-07-08 15:01:35,0,"$TEL
Buy at #KuCoin-BTC and sell at #HitBTC-BTC. Ratio: 2.60%
#bitcoin #arbitrage #arbitraj #ArbingTool 
https://t.co/xiFUPzcOcC","[{'text': 'KuCoin', 'indices': [12, 19]}, {'text': 'HitBTC', 'indices': [36, 43]}, {'text': 'bitcoin', 'indices': [62, 70]}, {'text': 'arbitrage', 'indices': [71, 81]}, {'text': 'arbitraj', 'indices': [82, 91]}, {'text': 'ArbingTool', 'indices': [92, 103]}]"
BelieversCrypto,Blockchain & Crypto voor beginners & gevorderden.#crypto #ltc #tel #DAPS #btc #trx #xlm #LINK🇧🇪🇳🇱 #SNTVT #Coti,"Gent, België",2591,472,1044,2018-12-11 12:26:31,2020-07-08 15:00:17,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
shitcoinnoob1,Just your regular shitcoiner! OH and I like Bitcoin too!,,457,61,205,2020-06-10 20:32:43,2020-07-08 14:42:50,2,"2017? Not yet those pumps were insane! But when we do see those 2017 type pumps I am retiring from my 9-5. 

$ADA $VET $TOMO $SNTVT $TEL $DOGE $BTC $ETH $LTC #BTC","[{'text': 'BTC', 'indices': [158, 162]}]"
CCribz,🧠#Crypto #Blockchain advocate & educator | 🔎Vision on #Fintech| 🇻🇪🇪🇸🇱🇺 |🌴Enjoying life. Plan ₳ / ₿ / C,Nederland,1096,948,14413,2018-05-28 14:29:33,2020-07-08 14:34:16,2,"2/2
I stand strong on my opinion, that $TEL has a great usecase (mostly #remittances) and that many people across the world are going to use it.

Only if @telcoin_team comes out and state they are going to halt business, i would get deeply concerned and reconsider.

Keep calm!","[{'text': 'remittances', 'indices': [84, 96]}]"
CCribz,🧠#Crypto #Blockchain advocate & educator | 🔎Vision on #Fintech| 🇻🇪🇪🇸🇱🇺 |🌴Enjoying life. Plan ₳ / ₿ / C,Nederland,1096,948,14413,2018-05-28 14:29:33,2020-07-08 14:34:12,4,"1/2
#Telfam hear me out; i feel you, the passed days haven't been pleasing at all!

But do remember it doesn't change the fact that we've still come from far &amp; deep. #Telcoin obtained key licenses and partnerships on very strategical positions. Corridors are about to go live.","[{'text': 'Telfam', 'indices': [16, 23]}]"
fxqueen29500F,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,2,31,383,2020-02-18 17:57:57,2020-07-08 14:33:08,0,"$AION Target Hit! 35% Profit🔥💥

For more Free signals, Join https://t.co/yqA7m41mO0

$ELF $OCN $CNX $UPP $TEL $DAX $BTC $KICK $TNB $BANCA #bitcoin $ETH $CND $ETHOS #ethereum #CRYPTO $SNM $MOD $VIA 31805 https://t.co/UUFoi3vMAp","[{'text': 'bitcoin', 'indices': [138, 146]}, {'text': 'ethereum', 'indices': [164, 173]}, {'text': 'CRYPTO', 'indices': [174, 181]}]"
Paul697Batito,"Entrepreneur and crypto investor. Stocks and Cryptocurrency Trader (Swing, Day, and Long #tel #tel #tel","Languedoc-Roussillon, France",177,207,8663,2017-12-23 22:23:53,2020-07-08 14:32:44,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
DeepDishCrypto,3AMAndWeBumpinBobbyWomack | Positive Thinker | Passion Bringer | BDE l Zaddy | I'm not leavin this bitch unless I'm 6 figures over or 6 feet under!,,432,1182,7685,2017-09-15 22:12:36,2020-07-08 14:30:56,6,"Chris Larsen stepped down as @Ripple CEO then the price mooned from .005 to $3.50...

Steve Wozniak left @Apple in 1985 and the stock moved from $.35 to $380...

Claude left @telcoin_team when price was $.00017.. How high will it moon to now with Paul in charge?? 🚀🚀😂😂💣 $TEL https://t.co/aGMNgGPcWM",[]
CCribz,🧠#Crypto #Blockchain advocate & educator | 🔎Vision on #Fintech| 🇻🇪🇪🇸🇱🇺 |🌴Enjoying life. Plan ₳ / ₿ / C,Nederland,1096,948,14413,2018-05-28 14:29:33,2020-07-08 14:25:59,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
fxqueen29500E,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,,2,26,382,2020-02-18 17:55:53,2020-07-08 14:24:43,0,"$ICX All targets Hit! 15% Profit 🚀🔥

For more Free signals, Join https://t.co/YJrT70LpGn

$CNX $OCN $TEL $ACT $KICK $UPP $MOD $VIA $XRP $BANCA $DAX $TNB $LINK #cryptocurrency $SNM $CND #bitcoin $BTC $OCP 97931 https://t.co/1tMm0gb8jN","[{'text': 'cryptocurrency', 'indices': [159, 174]}, {'text': 'bitcoin', 'indices': [185, 193]}]"
Vooooooogel,,,634,67,193,2014-10-23 18:50:38,2020-07-08 13:58:02,3,"And trust me, for anyone who was around at the time, once Chris Larsen CEO left Ripple, everyone panicked and claimed $XRP was going to ZERO. They claimed Ripple was going bankrupt. But those who ignored the FUD saw very generous returns over the next 13 months. $TEL",[]
Vooooooogel,,,634,67,193,2014-10-23 18:50:38,2020-07-08 13:57:56,4,Sometimes these organizational changes are needed to move the company forward. Ignore the FUD. The endgame hasn’t changed. The partnerships haven’t changed. The company is evolving. $TEL #Telcoin,[]
Vooooooogel,,,634,67,193,2014-10-23 18:50:38,2020-07-08 13:57:54,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
GucluAyk,,,230,106,6250,2017-04-05 20:36:00,2020-07-08 13:54:43,6,"Chris Larsen stepped down as @Ripple CEO then the price mooned from .005 to $3.50...

Steve Wozniak left @Apple in 1985 and the stock moved from $.35 to $380...

Claude left @telcoin_team when price was $.00017.. How high will it moon to now with Paul in charge?? 🚀🚀😂😂💣 $TEL https://t.co/aGMNgGPcWM",[]
GucluAyk,,,230,106,6250,2017-04-05 20:36:00,2020-07-08 13:53:42,3,"And trust me, for anyone who was around at the time, once Chris Larsen CEO left Ripple, everyone panicked and claimed $XRP was going to ZERO. They claimed Ripple was going bankrupt. But those who ignored the FUD saw very generous returns over the next 13 months. $TEL",[]
GucluAyk,,,230,106,6250,2017-04-05 20:36:00,2020-07-08 13:53:40,4,Sometimes these organizational changes are needed to move the company forward. Ignore the FUD. The endgame hasn’t changed. The partnerships haven’t changed. The company is evolving. $TEL #Telcoin,[]
GucluAyk,,,230,106,6250,2017-04-05 20:36:00,2020-07-08 13:53:37,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-08 13:48:41,6,"Chris Larsen stepped down as @Ripple CEO then the price mooned from .005 to $3.50...

Steve Wozniak left @Apple in 1985 and the stock moved from $.35 to $380...

Claude left @telcoin_team when price was $.00017.. How high will it moon to now with Paul in charge?? 🚀🚀😂😂💣 $TEL https://t.co/aGMNgGPcWM",[]
ConsumerFeed,News for Consumers in a Changing World,"Sioux Falls, SD",2638,5155,1691970,2009-08-25 00:39:44,2020-07-08 13:39:24,0,TE Connectivity Ltd $TEL Receives Consensus Recommendation of “Buy” from Brokerages https://t.co/mgQ0A1Mlqn,[]
PonFlex,Indeed.,,1592,451,13129,2014-02-19 22:16:30,2020-07-08 13:39:12,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
jposty21,🇺🇸🇺🇲Love all things crypto $ZIL 2020🚀..Mod Conservative/Patriot..support for a GR8 economy & 401k haha..time 2 put USA 1st. #KAG 🇺🇲Libs are a F'n  joke!,"SL,UT",5328,4905,12087,2011-05-08 04:26:49,2020-07-08 13:37:58,0,Who would have thought $npxs is out performing $Tel! Guess we are seeing who is in on telcoin and who is out.... 3 years is a long time,[]
TheMarketsDaily,,,12,1422,685786,2017-04-05 00:25:40,2020-07-08 13:37:33,0,TE Connectivity Ltd $TEL Given Average Rating of “Buy” by Analysts https://t.co/Ko1cJQTsRb,[]
WatchlistN,Watchlist News brings you the latest news in the world of business and finance,,11,2564,1275794,2014-01-19 00:22:08,2020-07-08 13:36:41,0,TE Connectivity Ltd $TEL Receives Consensus Recommendation of “Buy” from Brokerages https://t.co/DrmHlLgmDk,[]
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-08 13:36:18,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [30, 38]}, {'text': 'Ripple', 'indices': [115, 122]}]"
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-08 13:36:11,3,"And trust me, for anyone who was around at the time, once Chris Larsen CEO left Ripple, everyone panicked and claimed $XRP was going to ZERO. They claimed Ripple was going bankrupt. But those who ignored the FUD saw very generous returns over the next 13 months. $TEL",[]
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-08 13:36:04,4,Sometimes these organizational changes are needed to move the company forward. Ignore the FUD. The endgame hasn’t changed. The partnerships haven’t changed. The company is evolving. $TEL #Telcoin,[]
PONNBAB,#TRX #XRP #ADA  #TEL #BTC,"Brisbane, Queensland",598,501,6967,2017-06-26 12:07:23,2020-07-08 13:30:06,4,Sometimes these organizational changes are needed to move the company forward. Ignore the FUD. The endgame hasn’t changed. The partnerships haven’t changed. The company is evolving. $TEL #Telcoin,[]
DrEvilofCrypto,Former Evil Doctor | Current Crypto Influencer,Secret Volcano Lair,858,1793,5287,2017-02-16 03:33:18,2020-07-08 13:27:55,3,"And trust me, for anyone who was around at the time, once Chris Larsen CEO left Ripple, everyone panicked and claimed $XRP was going to ZERO. They claimed Ripple was going bankrupt. But those who ignored the FUD saw very generous returns over the next 13 months. $TEL",[]
DrEvilofCrypto,Former Evil Doctor | Current Crypto Influencer,Secret Volcano Lair,858,1793,5287,2017-02-16 03:33:18,2020-07-08 13:25:49,4,Sometimes these organizational changes are needed to move the company forward. Ignore the FUD. The endgame hasn’t changed. The partnerships haven’t changed. The company is evolving. $TEL #Telcoin,"[{'text': 'Telcoin', 'indices': [187, 195]}]"
trumporbiden,Go vote on November!,,4,18,47,2010-09-28 08:20:17,2020-07-08 13:25:35,1,Never forget 😉 #telcoin $tel https://t.co/yTMl6WFvoy,"[{'text': 'telcoin', 'indices': [15, 23]}]"
DrEvilofCrypto,Former Evil Doctor | Current Crypto Influencer,Secret Volcano Lair,858,1793,5287,2017-02-16 03:33:18,2020-07-08 13:23:22,17,"To all my #Telcoin followers, I will only make this one statement. On Nov 1st 2016, the CEO of #Ripple at the time stepped down and was replaced by Brad Garlinghouse. $XRP price dropped from 0.009 to 0.005. Exactly a year later, it was 20 cents. Then it pumped to $3. $TEL https://t.co/GMTNx4jp2I","[{'text': 'Telcoin', 'indices': [10, 18]}, {'text': 'Ripple', 'indices': [95, 102]}]"
AliHadian15,,,264,120,396,2018-10-09 04:24:25,2020-07-08 13:22:38,0,"good time to buy $xdb
-oversold situation
-ATL
-double bottom on 1-hour time frame
-roadmap update soon
$vidt $vra $tel $coti $dag $chz $utk $xrp $eth $ada $trx $btt $ltc $olt $etc $neo $eos $chr $edn $soul $fet $dgb $btc $wrx $tomo https://t.co/BWg9aJbzn9",[]
paddystash,Crypto enthusiast | Lion Tamer | Memory Surgeon | All posts are my opinion and not investment advice | Link to my telegram https://t.co/UGzaok4vwF,"East Coast, USA",1482,14382,26082,2017-04-06 18:45:02,2020-07-08 13:10:49,0,"@Bitcoin143 @cz_binance Ive been in this position before.. I just know, if i sell, its going to moon the day after i do. Im waiting for the statement from the team.. lets hope its motivating to the community bc moral needs to pick up.. Everyone is feeling let down at this point $TEL @telcoin_team",[]
Bitcoin143,"🌙.........🔭 @digitalbitsorg , #hodl my beer 🍺",The Moon,783,874,9874,2016-10-12 23:32:02,2020-07-08 13:09:31,0,@paddystash Ughhh i wish i sold some bags for more vet!!!! U know which ones!!!! Its on my cup in my portfolio picture godamnit lmao i cant! But I must! But i cant! Lol &amp; fuck $tel they can go to hell. @cz_binance said those that have been building will pump. Where is tel roadmap or product,[]
sricrypto123,,Canada,224,19,355,2017-12-22 06:04:10,2020-07-08 13:02:41,0,@paddystash No $tel though . Biggest bag .,[]
Arab_Telcoin,,,113,305,94,2014-07-08 13:35:41,2020-07-08 12:50:32,0,"@CCribz @TelcoinD @invest_in_hd @larsson_tel @WOOORDENAAR @JTQuigley @TelEvisor334 @klodio @telcoin_team Why is it offered by someone who has large amounts of $tel at low prices?
Why not cancel this big offer until the price goes up and sells? #telcoin","[{'text': 'telcoin', 'indices': [244, 252]}]"
e3epannell,"Triune God first love in our lives. Retired government, retired real estate investors. Cryptocurrency investors APL BTC ETH TEL. USA & international travelers.",,50,35,855,2018-04-17 19:49:10,2020-07-08 12:45:07,1,"Sats: 0.00000002 BTC

24h change: (-6.88%)

USD: $0.000170
MarketCap: (868.75304661 BTC - 33,491 ETH)
Volume: $118,932 USD
Circulating Supply: 47,245,810,799 TEL

$TEL #TEL #Telcoin @Telcoin_team #SendMoneySmarter #FinTech #FinancialInclusion",[]
e3epannell,"Triune God first love in our lives. Retired government, retired real estate investors. Cryptocurrency investors APL BTC ETH TEL. USA & international travelers.",,50,35,855,2018-04-17 19:49:10,2020-07-08 12:44:15,0,@TelcoinDaily @telcoin_team Only patients with support for @telcoin_team and time will show and $TEL the world how to #SendMoneySmarter,"[{'text': 'SendMoneySmarter', 'indices': [118, 135]}]"
Arab_Telcoin,,,113,305,94,2014-07-08 13:35:41,2020-07-08 12:35:24,0,Four-hour trend $tel  #telcoin https://t.co/gtmWQWuN0e,"[{'text': 'telcoin', 'indices': [22, 30]}]"
Aleksey55427472,,"Москва, Россия",276,37,1185,2018-07-18 20:46:51,2020-07-08 12:33:55,0,@BigCheds @imBagsy Can everyone register for Airdrop Ethereum and BAT @BAT_Airdrop? I advise ETH and BAT owners not to miss the earning opportunity.) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic,[]
Aleksey55427472,,"Москва, Россия",276,37,1185,2018-07-18 20:46:51,2020-07-08 12:33:38,0,"@crypto_birb (~ $115) free of charge. If you 10 ETH, the bonus will be 4000 BAT coins ($1200) $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic",[]
TelcoinD,"Telcoin HODLER, Researcher and an official GenTELman - Taking a break because of health issues",VIA,417,670,357,2018-07-11 20:34:37,2020-07-08 12:25:18,0,@CCribz @invest_in_hd @larsson_tel @WOOORDENAAR @JTQuigley @TelEvisor334 @klodio Organizations go thru some type of change often than not. The launch of #Telcoin 2.0 means a better and more efficient team that will bring remittance to several countries by fiat or by $TEL. A #fintech with a very fast delivery time but at a very cheap cost. Let's give them time,"[{'text': 'Telcoin', 'indices': [153, 161]}, {'text': 'fintech', 'indices': [275, 283]}]"
IAM__Network,"Curation | Tools | Tips | Services

IAM Platform powers IAM Network:

GO: https://t.co/OJVc7LULBT

Blog | Social | Podcast | Code Trove",Worldwide,15661,17699,716063,2010-12-13 21:24:29,2020-07-08 12:20:15,0,"3 Stocks You Don’t Realize You Use Every Day @themotleyfool #stocks $CAG $TEL $FISV 

READ MORE: https://t.co/q0mWWb8uex

#Bank #blockchain #Finance #FinancialTechnology #FinTech #Investors #Israeli #Payments #StartupNation #WealthManagement https://t.co/H3d10xNFf2","[{'text': 'stocks', 'indices': [60, 67]}, {'text': 'Bank', 'indices': [122, 127]}, {'text': 'blockchain', 'indices': [128, 139]}, {'text': 'Finance', 'indices': [140, 148]}, {'text': 'FinancialTechnology', 'indices': [149, 169]}, {'text': 'FinTech', 'indices': [170, 178]}, {'text': 'Investors', 'indices': [179, 189]}, {'text': 'Israeli', 'indices': [190, 198]}, {'text': 'Payments', 'indices': [199, 208]}, {'text': 'StartupNation', 'indices': [209, 223]}, {'text': 'WealthManagement', 'indices': [224, 241]}]"
e3epannell,"Triune God first love in our lives. Retired government, retired real estate investors. Cryptocurrency investors APL BTC ETH TEL. USA & international travelers.",,50,35,855,2018-04-17 19:49:10,2020-07-08 12:20:00,2,Telcoin $tel has something very interesting happening. I’m sure of it. All this fud and silence is deafening. This will turn out to be a massive pump to the celestial realms.,[]
ImeriPhillip,"#Bitcoin #BTC #ethereum #ETH #crypto #ICO #airdrop #bounty
💯 #followback💯#followhelp 💯#followme 💯#follow4follow 💯 #ico #crypto 💯#cryptocurrency #token 🚀✨",,1131,804,390,2018-01-31 00:23:43,2020-07-08 12:11:57,0,@crypto_birb Ethereum coin users will now be able to receive free bonuses in Basic Attention Token (BAT) tokens to @Airdrop_BAT their coins. ( $OAX $CNX $XRP $TEL $UPP $LINK $MOD $OCP ),[]
laughinearlydi3,i trade shitcoins sometimes,,169,53,165,2017-08-10 09:12:09,2020-07-08 11:37:10,0,"@Crypto_Ranger85 right now there is exactly zero reasons to even consider $tel lol, everybody is trying to be active and push their products and engage in the market and community, and these morons are in complete disarray. it is actually kind of funny. what a time to fuck up",[]
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-08 11:22:33,1,"$TEL

let's see what happens here

$btc #btc #bitcoin #altcoins https://t.co/izXRBPLEAJ","[{'text': 'btc', 'indices': [61, 65]}, {'text': 'bitcoin', 'indices': [66, 74]}, {'text': 'altcoins', 'indices': [75, 84]}]"
Szymonie1,,,352,38,1507,2017-06-14 20:45:42,2020-07-08 11:22:01,0,@Paul__Brainy @tenxwallet @telcoin_team It's time @telcoin_team  $tel comes out with their statement..,[]
T2gD0boaO6hI8mF,C tnbtbrvdv,,6,1,200,2020-05-31 14:53:30,2020-07-08 11:20:42,0,@imBagsy @BAT_Airdrop and now the free distribution of Basic Attention Token (BAT) coins began:) Suddenly and very pleasant! $vidt $vra $tel $coti $dag $rsr $chz $xrp $eth $ada $trx $lit $lto $olt $link $poly $neo $ogn $eos $hbar $chr $soul $fet $btc $matic,[]
ernestooojr,Civil Engineer // Noob trader,Manila,291,487,12192,2012-05-31 03:51:25,2020-07-08 11:04:08,0,It's been a good run. $TEL just triggered the #GSI 😂 https://t.co/iseC6BluZu,"[{'text': 'GSI', 'indices': [46, 50]}]"
Del_Ryp,"Wheeler-Dealer in the cryptocurrency markets. | He who dares wins, he who hesitates don’t. | Demoillionaire | Hexillionaire | Telillionaire |",,582,600,20404,2016-09-22 21:32:46,2020-07-08 10:58:59,0,@tehMoonwalkeR @kucoincom let me $TEL you that #Telcoin is nailed on for moon!! 🚀🌒,"[{'text': 'Telcoin', 'indices': [47, 55]}]"
Paul__Brainy,HODLING:♥ $LEND ♥ $TOMO $UTK $ICX $TEL $AMB $CHX $SKY $QSP                                     WATCHING: $UOS $MITX $REN $AVA $NKN $PDT $CHR $QLC $OPQ $WRX $TFD,,1208,641,12064,2018-01-11 12:32:15,2020-07-08 10:58:23,0,@tenxwallet Your behaviour is condemnable. @telcoin_team #Telcoin  $TEL community will remember this.,"[{'text': 'Telcoin', 'indices': [57, 65]}]"
kingb4a,Crypto trader  (no financial advice),"Amstelveen, Nederland",285,373,570,2019-02-25 18:34:06,2020-07-08 10:57:03,0,"Bam our $ETH long plays well!!

$enj $link $poly $chr $hive $etc $neo $lto $bitc $vra $wrx $theta $vidt $ren $tel $coti $dag $chr $rsr $zrx $sntvt $chz  $xrp $eth $ada $trx $xvg $snt $bnb $zil $btc https://t.co/17yRoUYWK4",[]
BigTimCrypto1,Crypto is the right of all sentient beings!,Cybertron,79,41,110,2019-11-25 09:57:59,2020-07-08 10:28:27,0,"And here are my fav coins:
$btc
$eth
$bnb
$vet
$tomo
$aion
$icx
$tel
$link
$band
$rune
$qnt
$ftm
$frm
$rvx

So, you see!  A little bit of all your shills!",[]
Crypto_Ranger85,Just loving crypto! Casual trader. Posting charts for fun. Not financial advice,,455,146,2419,2010-02-18 22:55:35,2020-07-08 10:27:47,1,"$TEL

let's see what happens here

$btc #btc #bitcoin #altcoins https://t.co/izXRBPLEAJ","[{'text': 'btc', 'indices': [40, 44]}, {'text': 'bitcoin', 'indices': [45, 53]}, {'text': 'altcoins', 'indices': [54, 63]}]"
